customer_id,customer_name,first_order_date,registration_date,city,gender,age_group,registration_source,is_newsletter_subscriber,total_orders,total_revenue,last_order_date
CUST-00599,Aykut Çetin,2024-12-15,2024-12-08,Istanbul,M,35-44,Direct,True,4,16143.0,2025-03-11
CUST-00600,Serap Aktaş,2024-04-15,2024-04-13,Istanbul,F,45-54,Organic Search,False,3,5236.0,2025-02-19
CUST-00601,Burak Özkan,2024-08-17,2024-08-07,Diyarbakir,M,35-44,Organic Search,False,6,25646.0,2025-03-21
CUST-00602,Arda Doğan,2024-04-20,2024-04-09,Sakarya,M,18-24,Organic Search,False,3,27387.0,2025-03-16
CUST-00603,Barış Yıldırım,2024-02-06,2024-01-27,Konya,M,18-24,Paid Search,False,2,15543.0,2025-02-07
CUST-00604,Yusuf Kaplan,2024-04-24,2024-04-12,Istanbul,M,25-34,Paid Social,True,6,41412.0,2025-03-20
CUST-00605,Pelin Şahin,2024-02-19,2024-02-05,Samsun,F,55+,Organic Search,False,0,0.0,
CUST-00606,Naz Yalçın,2024-07-24,2024-07-21,Diyarbakir,F,55+,Direct,True,2,4765.0,2024-10-29
CUST-00607,Büşra Polat,2024-04-12,2024-04-02,Balikesir,F,35-44,Paid Search,True,2,4947.0,2025-03-31
CUST-00608,Pınar Akgün,2024-03-04,2024-02-26,Adana,F,35-44,Organic Search,False,6,17530.0,2025-03-25
CUST-00609,Meltem Taş,2024-08-11,2024-08-06,Izmir,F,35-44,Paid Social,True,0,0.0,
CUST-00610,Gamze Keskin,2024-08-04,2024-07-21,Konya,F,35-44,Organic Search,True,4,22950.0,2024-11-15
CUST-00611,Cansu Erdoğan,2024-04-16,2024-04-10,Bursa,F,45-54,Email,False,2,8976.0,2025-03-28
CUST-00612,Emre Yıldız,2024-05-23,2024-05-15,Antalya,M,25-34,Paid Social,True,2,7887.0,2025-03-03
CUST-00613,Gizem Kaplan,2024-07-19,2024-07-14,Ankara,F,45-54,Paid Social,False,2,21070.0,2024-12-02
CUST-00614,Barış Uçar,2024-02-26,2024-02-12,Manisa,M,18-24,Paid Social,True,4,15322.0,2025-01-07
CUST-00615,Aslı Yıldırım,2024-02-08,2024-02-03,Istanbul,F,18-24,Organic Search,False,6,42047.0,2025-02-23
CUST-00616,Serap Ergin,2024-05-18,2024-05-07,Istanbul,F,35-44,Paid Search,True,0,0.0,
CUST-00617,Ayşe Şimşek,2024-06-01,2024-05-27,Ankara,F,35-44,Paid Social,True,4,20591.0,2025-02-28
CUST-00618,Uğur Uçar,2024-09-27,2024-09-25,Istanbul,M,45-54,Direct,False,4,18612.0,2025-01-12
CUST-00619,Koray Keskin,2024-10-02,2024-09-25,Izmir,M,35-44,Paid Search,False,6,20581.0,2025-03-26
CUST-00620,Erdem Sönmez,2024-07-14,2024-07-07,Bursa,M,25-34,Paid Social,True,5,16621.0,2025-03-12
CUST-00621,Yusuf Duman,2024-01-28,2024-01-16,Ankara,M,35-44,Organic Search,True,4,13502.0,2024-12-10
CUST-00622,Nehir Kahraman,2024-05-20,2024-05-11,Samsun,F,18-24,Email,False,2,11880.0,2025-02-05
CUST-00623,Damla Gündüz,2024-10-29,2024-10-20,Van,F,45-54,Organic Search,False,3,15803.0,2025-01-01
CUST-00624,Ceren Tekin,2024-02-20,2024-02-11,Adana,F,55+,Paid Social,False,5,20230.0,2025-03-24
CUST-00625,Mustafa Sönmez,2024-10-16,2024-10-16,Istanbul,M,18-24,Referral,False,4,15813.0,2024-12-30
CUST-00626,Arda Başar,2024-09-10,2024-09-03,Izmir,M,18-24,Organic Search,True,4,31710.0,2025-03-10
CUST-00627,Burcu Arslan,2024-02-13,2024-02-05,Eskisehir,F,25-34,Paid Social,True,4,14341.0,2025-03-08
CUST-00628,Emre Aslan,2024-05-27,2024-05-14,Izmir,M,35-44,Direct,True,4,14493.0,2025-03-06
CUST-00629,Gökhan Toprak,2024-11-19,2024-11-15,Ordu,M,25-34,Paid Social,True,0,0.0,
CUST-00630,Koray Korkmaz,2024-10-23,2024-10-16,Istanbul,M,25-34,Organic Search,True,4,19601.0,2025-03-15
CUST-00631,Şeyma Sönmez,2024-12-30,2024-12-26,Trabzon,F,25-34,Paid Search,True,3,17571.0,2025-03-06
CUST-00632,Tarık Akgün,2024-07-21,2024-07-15,Istanbul,M,45-54,Direct,False,2,23032.0,2025-02-18
CUST-00633,Kaan Arslan,2024-05-29,2024-05-21,Erzurum,M,25-34,Direct,True,2,5586.0,2024-12-09
CUST-00634,Tuncay Aksoy,2024-09-09,2024-09-04,Istanbul,M,18-24,Paid Search,False,2,12993.0,2024-12-09
CUST-00635,Ezgi Koç,2024-04-17,2024-04-17,Istanbul,F,25-34,Direct,True,2,6856.0,2025-03-24
CUST-00636,Özge Duman,2024-07-31,2024-07-28,Istanbul,F,25-34,Organic Search,True,1,809.0,2024-11-01
CUST-00637,Lale Duman,2024-08-23,2024-08-16,Bursa,F,18-24,Organic Search,True,0,0.0,
CUST-00638,Uğur Kurt,2024-03-19,2024-03-06,Istanbul,M,18-24,Organic Search,True,2,17468.0,2025-03-03
CUST-00639,Ezgi Şahin,2024-11-25,2024-11-25,Istanbul,F,35-44,Paid Social,False,4,18442.0,2025-03-17
CUST-00640,Emir Kahraman,2024-04-26,2024-04-15,Adana,M,18-24,Paid Social,True,2,8747.0,2025-01-09
CUST-00641,Selim Sönmez,2024-05-15,2024-05-15,Istanbul,M,35-44,Paid Social,False,3,16940.0,2025-02-19
CUST-00642,Oğuz Kara,2024-04-03,2024-04-03,Ordu,M,25-34,Paid Social,False,0,0.0,
CUST-00643,Tolga Yıldırım,2024-11-17,2024-11-06,Izmir,M,18-24,Organic Search,False,1,6297.0,2025-01-07
CUST-00644,Tarık Aslan,2024-09-19,2024-09-13,Istanbul,M,18-24,Paid Social,False,2,13254.0,2025-03-12
CUST-00645,İpek Polat,2024-01-16,2024-01-13,Istanbul,F,25-34,Paid Search,True,7,45131.0,2025-03-12
CUST-00646,Elif Şahin,2024-04-18,2024-04-14,Izmir,F,35-44,Referral,True,1,909.0,2025-01-12
CUST-00647,Barış Yıldırım,2024-10-21,2024-10-11,Gaziantep,M,35-44,Referral,True,0,0.0,
CUST-00648,İrem Gündüz,2024-12-24,2024-12-11,Istanbul,F,35-44,Organic Search,True,6,40650.0,2025-03-09
CUST-00649,Yağmur Acar,2024-11-27,2024-11-24,Mersin,F,25-34,Organic Search,False,3,12904.0,2024-12-23
CUST-00650,Yusuf Kara,2024-12-26,2024-12-14,Istanbul,M,25-34,Organic Search,True,1,1789.0,2024-12-16
CUST-00651,Burak Aktaş,2024-04-21,2024-04-21,Kayseri,M,25-34,Referral,True,2,21443.0,2025-03-02
CUST-00652,Gül Kurt,2024-07-03,2024-06-21,Izmir,F,35-44,Referral,True,2,1938.0,2025-01-02
CUST-00653,Fatma Çetin,2024-12-16,2024-12-11,Bursa,F,25-34,Email,True,6,32994.0,2025-03-18
CUST-00654,Emir Sönmez,2024-12-17,2024-12-08,Izmir,M,45-54,Organic Search,True,2,13903.0,2024-12-14
CUST-00655,Tuncay Şahin,2024-04-12,2024-04-02,Tekirdag,M,55+,Organic Search,False,3,36746.0,2025-02-20
CUST-00656,Kaan Acar,2024-02-25,2024-02-14,Istanbul,M,25-34,Organic Search,True,0,0.0,
CUST-00657,Yusuf Özkan,2024-10-25,2024-10-15,Mugla,M,25-34,Paid Social,True,0,0.0,
CUST-00658,Burcu Aktaş,2024-03-23,2024-03-16,Antalya,F,25-34,Paid Social,False,6,40120.0,2025-03-31
CUST-00659,Fatma Aktaş,2024-07-29,2024-07-28,Hatay,F,35-44,Direct,False,2,5478.0,2025-03-30
CUST-00660,Barış Aktaş,2024-08-17,2024-08-10,Bursa,M,25-34,Paid Social,False,5,22220.0,2025-03-21
CUST-00661,Ceren Özdemir,2024-04-01,2024-04-01,Kayseri,F,45-54,Paid Social,True,2,7774.0,2025-03-07
CUST-00662,Burcu Duman,2024-06-20,2024-06-13,Ordu,F,25-34,Organic Search,True,2,4238.0,2025-01-16
CUST-00663,Selim Ateş,2024-03-19,2024-03-07,Istanbul,M,25-34,Email,True,4,30376.0,2025-02-15
CUST-00664,Gülşah Sönmez,2024-06-23,2024-06-23,Hatay,F,35-44,Direct,False,3,7516.0,2025-03-19
CUST-00665,Oğuz Gündüz,2024-12-22,2024-12-22,Konya,M,35-44,Organic Search,True,1,7338.0,2024-12-12
CUST-00666,Barış Kara,2024-10-29,2024-10-19,Istanbul,M,45-54,Paid Search,True,3,10663.0,2025-03-06
CUST-00667,Burcu Toprak,2024-10-11,2024-10-03,Balikesir,F,45-54,Organic Search,True,1,439.0,2024-11-20
CUST-00668,Nilüfer Kahraman,2024-11-22,2024-11-13,Izmir,F,25-34,Paid Search,True,4,20893.0,2024-11-13
CUST-00669,İbrahim Gündüz,2024-11-06,2024-10-25,Istanbul,M,25-34,Direct,True,5,29287.0,2025-03-13
CUST-00670,Nehir Şimşek,2024-01-19,2024-01-06,Istanbul,F,25-34,Paid Search,True,0,0.0,
CUST-00671,İpek Özkan,2024-12-16,2024-12-14,Istanbul,F,18-24,Organic Search,True,5,23929.0,2025-03-11
CUST-00672,Caner Ateş,2024-04-09,2024-04-06,Istanbul,M,18-24,Paid Search,False,1,9955.0,2025-01-20
CUST-00673,Gizem Gündüz,2024-10-17,2024-10-04,Istanbul,F,35-44,Organic Search,False,7,39756.0,2025-03-03
CUST-00674,Can Kaya,2024-10-15,2024-10-08,Diyarbakir,M,25-34,Organic Search,False,3,10934.0,2024-12-20
CUST-00675,Efe Keskin,2024-01-07,2024-01-04,Istanbul,M,25-34,Direct,True,2,9094.0,2025-03-03
CUST-00676,Meltem Tekin,2024-06-26,2024-06-20,Gaziantep,F,25-34,Paid Social,False,4,22182.0,2024-12-16
CUST-00677,Oğuz Başar,2024-07-22,2024-07-13,Ankara,M,18-24,Paid Social,False,5,24771.0,2025-03-20
CUST-00678,Nehir Erdoğan,2025-01-10,2024-12-27,Istanbul,F,55+,Organic Search,True,2,16583.0,2025-02-28
CUST-00679,Oğuz Güler,2024-11-01,2024-10-22,Izmir,M,45-54,Direct,False,3,19182.0,2025-01-06
CUST-00680,Fatma Gündüz,2024-06-28,2024-06-28,Kayseri,F,55+,Direct,False,1,1649.0,2025-02-21
CUST-00681,Burcu Duman,2024-10-27,2024-10-26,Tekirdag,F,25-34,Email,True,2,2338.0,2024-12-08
CUST-00682,Yiğit Aktaş,2024-05-23,2024-05-20,Mugla,M,35-44,Paid Search,True,9,44868.0,2025-03-08
CUST-00683,Emre Bulut,2024-02-23,2024-02-10,Bursa,M,35-44,Paid Search,False,2,18924.0,2025-01-10
CUST-00684,Derya Tekin,2024-11-21,2024-11-18,Istanbul,F,25-34,Email,True,4,34871.0,2025-03-29
CUST-00685,Erdem Toprak,2024-01-20,2024-01-06,Malatya,M,55+,Paid Search,False,6,40900.0,2025-03-28
CUST-00686,Lale Tekin,2024-11-14,2024-11-04,Bursa,F,18-24,Direct,False,4,17789.0,2025-03-09
CUST-00687,Aslı Ateş,2024-10-13,2024-10-03,Malatya,F,25-34,Direct,True,0,0.0,
CUST-00688,Aslı Çetin,2024-05-08,2024-05-04,Istanbul,F,18-24,Direct,True,2,25298.0,2024-12-05
CUST-00689,Fatih Güneş,2024-04-02,2024-03-28,Antalya,M,55+,Organic Search,False,5,24468.0,2025-03-14
CUST-00690,Selim Bozkurt,2024-06-30,2024-06-25,Hatay,M,35-44,Organic Search,True,7,34363.0,2025-01-29
CUST-00691,İbrahim Erdoğan,2024-01-31,2024-01-18,Istanbul,M,25-34,Email,True,0,0.0,
CUST-00692,Mina Kaplan,2024-03-24,2024-03-20,Konya,F,18-24,Paid Search,True,5,16233.0,2025-03-18
CUST-00693,Melis Acar,2024-12-08,2024-12-04,Mersin,F,55+,Paid Social,True,2,10186.0,2025-03-18
CUST-00694,Hande Toprak,2024-07-14,2024-07-02,Trabzon,F,25-34,Organic Search,True,3,11193.0,2025-03-10
CUST-00695,Baran Duman,2024-02-09,2024-01-28,Izmir,M,18-24,Paid Social,True,5,25986.0,2024-12-05
CUST-00696,Mehmet Sarı,2024-07-17,2024-07-11,Ordu,M,35-44,Paid Search,False,2,16334.0,2024-11-08
CUST-00697,Hande Sönmez,2024-05-06,2024-04-23,Istanbul,F,25-34,Paid Social,True,0,0.0,
CUST-00698,Alperen Şimşek,2024-08-23,2024-08-21,Izmir,M,35-44,Paid Social,True,1,3299.0,2025-03-07
CUST-00699,Serkan Duman,2024-05-04,2024-04-24,Kayseri,M,18-24,Direct,True,2,8535.0,2024-11-19
CUST-00700,Selim Bozkurt,2024-11-29,2024-11-27,Istanbul,M,55+,Referral,False,4,16862.0,2025-03-15
CUST-00701,Ömer Acar,2024-11-20,2024-11-11,Istanbul,M,25-34,Direct,False,6,33143.0,2025-03-26
CUST-00702,Kaan Erdoğan,2024-08-21,2024-08-10,Istanbul,M,35-44,Direct,True,5,15049.0,2025-03-25
CUST-00703,Mert Kaplan,2024-11-17,2024-11-13,Izmir,M,35-44,Organic Search,False,2,3347.0,2025-02-28
CUST-00704,Tuncay Uçar,2024-11-20,2024-11-17,Bursa,M,18-24,Direct,False,2,5917.0,2024-11-24
CUST-00705,Orhan Doğan,2024-07-26,2024-07-16,Istanbul,M,35-44,Organic Search,False,3,10194.0,2025-02-07
CUST-00706,Enes Sönmez,2024-01-21,2024-01-13,Samsun,M,45-54,Paid Social,False,4,14521.0,2025-02-25
CUST-00707,Batuhan Aslan,2024-11-06,2024-11-04,Gaziantep,M,45-54,Organic Search,True,1,5139.0,2025-03-17
CUST-00708,Derya Demir,2024-03-22,2024-03-19,Istanbul,F,35-44,Organic Search,True,1,5228.0,2025-01-28
CUST-00709,Ömer Acar,2024-05-20,2024-05-12,Elazig,M,18-24,Direct,False,3,26860.0,2025-02-23
CUST-00710,Koray Özkan,2024-11-25,2024-11-18,Izmir,M,18-24,Paid Social,True,4,14681.0,2025-03-21
CUST-00711,Ebru Kahraman,2024-09-18,2024-09-07,Trabzon,F,18-24,Organic Search,False,0,0.0,
CUST-00712,Pınar Aydın,2024-10-21,2024-10-18,Istanbul,F,35-44,Direct,True,2,11843.0,2025-01-05
CUST-00713,Dilan Aktaş,2024-11-12,2024-11-06,Tekirdag,F,25-34,Direct,True,6,43025.0,2025-01-16
CUST-00714,Sinan Aslan,2024-03-03,2024-02-21,Adana,M,25-34,Direct,True,2,9514.0,2025-03-02
CUST-00715,Furkan Özdemir,2024-07-02,2024-06-26,Aydin,M,25-34,Organic Search,False,4,38322.0,2025-02-20
CUST-00716,Emir Sarı,2024-07-08,2024-07-03,Ankara,M,35-44,Paid Social,False,2,3018.0,2024-11-26
CUST-00717,Deniz Yılmaz,2024-02-16,2024-02-13,Istanbul,M,25-34,Email,False,2,14344.0,2025-02-27
CUST-00718,Deniz Bulut,2024-02-22,2024-02-17,Mugla,F,35-44,Direct,True,5,25737.0,2025-03-10
CUST-00719,Murat Polat,2024-07-11,2024-07-06,Gaziantep,M,45-54,Paid Search,True,7,38013.0,2025-02-10
CUST-00720,Kübra Keskin,2024-03-09,2024-03-09,Mersin,F,35-44,Direct,False,1,12196.0,2025-02-07
CUST-00721,Zeynep Akgün,2024-11-23,2024-11-12,Gaziantep,F,35-44,Paid Social,True,0,0.0,
CUST-00722,Şeyma Kaplan,2024-09-14,2024-09-10,Izmir,F,55+,Direct,True,1,5268.0,2024-12-24
CUST-00723,Yusuf Gündüz,2024-02-16,2024-02-10,Sakarya,M,35-44,Direct,False,2,14165.0,2024-11-03
CUST-00724,Hasan Arslan,2024-10-03,2024-10-02,Bursa,M,35-44,Paid Social,True,1,6437.0,2025-03-25
CUST-00725,Mina Acar,2024-12-12,2024-12-05,Gaziantep,F,25-34,Direct,True,3,22607.0,2025-02-03
CUST-00726,Enes Yılmaz,2024-10-21,2024-10-07,Istanbul,M,45-54,Paid Social,True,2,5128.0,2025-01-20
CUST-00727,Cansu Duman,2024-12-11,2024-11-27,Gaziantep,F,55+,Organic Search,True,0,0.0,
CUST-00728,Emir Taş,2024-04-07,2024-04-06,Istanbul,M,25-34,Paid Social,False,8,51240.0,2025-03-09
CUST-00729,Yağmur Arslan,2024-06-09,2024-06-04,Istanbul,F,45-54,Paid Social,True,6,43834.0,2025-01-30
CUST-00730,Arda Şimşek,2024-08-14,2024-08-10,Kayseri,M,25-34,Direct,False,2,10236.0,2025-03-01
CUST-00731,İpek Acar,2024-01-29,2024-01-15,Izmir,F,35-44,Paid Social,True,2,6795.0,2025-03-02
CUST-00732,Melis Bayrak,2024-02-06,2024-02-01,Istanbul,F,45-54,Paid Social,False,1,9115.0,2025-03-03
CUST-00733,Ceren Yıldız,2024-10-01,2024-09-17,Istanbul,F,18-24,Paid Social,False,6,42733.0,2025-03-28
CUST-00734,Aslı Tekin,2024-07-16,2024-07-12,Kocaeli,F,25-34,Paid Social,False,2,9527.0,2025-03-30
CUST-00735,Lale Güler,2024-03-10,2024-03-05,Istanbul,F,35-44,Paid Search,True,3,16082.0,2024-12-30
CUST-00736,Cem Özkan,2024-01-11,2024-01-05,Ankara,M,25-34,Organic Search,True,3,17084.0,2024-10-17
CUST-00737,Lale Kurt,2024-02-21,2024-02-14,Denizli,F,35-44,Direct,False,4,33437.0,2024-12-24
CUST-00738,Nilüfer Akgün,2025-01-09,2024-12-27,Istanbul,F,25-34,Organic Search,False,1,3218.0,2024-10-22
CUST-00739,Berk Acar,2024-02-04,2024-01-25,Gaziantep,M,25-34,Paid Social,True,2,2657.0,2025-02-07
CUST-00740,Erdem Tekin,2024-05-17,2024-05-10,Izmir,M,18-24,Direct,True,4,15303.0,2025-01-21
CUST-00741,Kaan Kurt,2024-03-03,2024-02-28,Istanbul,M,55+,Paid Search,False,5,27038.0,2025-03-15
CUST-00742,Baran Akgün,2024-09-22,2024-09-20,Sakarya,M,18-24,Direct,False,0,0.0,
CUST-00743,Emre Erdoğan,2024-01-12,2024-01-09,Izmir,M,55+,Direct,False,0,0.0,
CUST-00744,Selim Aksoy,2024-09-21,2024-09-10,Istanbul,M,35-44,Paid Social,True,2,6936.0,2025-02-03
CUST-00745,İpek Çelik,2024-05-08,2024-05-04,Tekirdag,F,25-34,Direct,False,4,12633.0,2025-03-15
CUST-00746,Onur Demir,2024-01-12,2024-01-02,Istanbul,M,35-44,Paid Social,True,2,13435.0,2024-12-24
CUST-00747,Erdem Doğan,2024-05-21,2024-05-16,Istanbul,M,25-34,Direct,True,1,6207.0,2024-12-16
CUST-00748,Can Güneş,2024-12-31,2024-12-26,Antalya,M,35-44,Direct,False,5,26568.0,2024-12-06
CUST-00749,Pınar Keskin,2024-07-17,2024-07-03,Adana,F,18-24,Direct,False,7,43978.0,2025-02-28
CUST-00750,Cem Toprak,2024-08-05,2024-08-04,Adana,M,55+,Paid Social,True,3,11766.0,2025-02-05
CUST-00751,Sinan Akgün,2024-03-04,2024-03-02,Bursa,M,18-24,Organic Search,True,5,23770.0,2025-01-19
CUST-00752,Tuğçe Güler,2024-11-24,2024-11-23,Istanbul,F,45-54,Paid Social,True,2,8277.0,2025-03-09
CUST-00753,Murat Yalçın,2024-05-25,2024-05-23,Sanliurfa,M,25-34,Organic Search,True,3,11943.0,2025-03-02
CUST-00754,Çağrı Erdoğan,2024-08-30,2024-08-22,Elazig,M,45-54,Organic Search,True,4,7755.0,2024-12-31
CUST-00755,Buse Aktaş,2024-07-24,2024-07-20,Istanbul,F,25-34,Direct,True,0,0.0,
CUST-00756,Gökhan Kaplan,2024-10-04,2024-09-23,Istanbul,M,25-34,Organic Search,True,4,16633.0,2025-02-22
CUST-00757,Murat Çetin,2024-01-21,2024-01-18,Adana,M,25-34,Email,False,2,7895.0,2025-03-07
CUST-00758,Deniz Çelik,2024-11-21,2024-11-08,Istanbul,M,25-34,Direct,True,6,26127.0,2025-03-20
CUST-00759,Naz Yıldız,2024-12-22,2024-12-18,Ankara,F,35-44,Direct,False,3,20383.0,2025-03-05
CUST-00760,Aykut Yılmaz,2024-06-19,2024-06-08,Istanbul,M,55+,Referral,True,4,25850.0,2025-01-13
CUST-00761,Yiğit Duman,2024-12-23,2024-12-13,Adana,M,25-34,Direct,False,1,14956.0,2025-03-28
CUST-00762,Aslı Polat,2024-05-16,2024-05-07,Mugla,F,35-44,Paid Social,True,4,12263.0,2025-03-25
CUST-00763,Tuğçe Özdemir,2024-08-10,2024-08-03,Istanbul,F,18-24,Paid Search,False,4,18110.0,2025-02-13
CUST-00764,Rana Doğan,2024-11-10,2024-11-10,Kocaeli,F,25-34,Paid Search,True,1,3089.0,2025-01-19
CUST-00765,Hüseyin Özdemir,2024-02-17,2024-02-14,Konya,M,25-34,Paid Social,True,1,4778.0,2024-12-27
CUST-00766,Yiğit Yılmaz,2024-10-10,2024-10-04,Istanbul,M,25-34,Organic Search,True,3,9462.0,2024-11-12
CUST-00767,Emre Kara,2024-02-11,2024-02-09,Antalya,M,55+,Paid Search,False,4,18446.0,2024-11-25
CUST-00768,Sinan Duman,2024-07-09,2024-06-28,Istanbul,M,18-24,Paid Search,True,1,1169.0,2024-11-27
CUST-00769,Yusuf Korkmaz,2024-08-08,2024-08-05,Gaziantep,M,18-24,Direct,False,1,569.0,2025-01-12
CUST-00770,İbrahim Kahraman,2024-05-12,2024-05-04,Izmir,M,45-54,Organic Search,False,4,16309.0,2025-03-13
CUST-00771,Erdem Aktaş,2024-03-22,2024-03-12,Hatay,M,25-34,Direct,True,3,19761.0,2024-12-09
CUST-00772,Tuncay Arslan,2024-02-09,2024-02-08,Istanbul,M,55+,Organic Search,False,0,0.0,
CUST-00773,Esra Demir,2024-10-07,2024-10-05,Ankara,F,25-34,Organic Search,True,5,24320.0,2025-03-26
CUST-00774,Fulya Özkan,2024-06-08,2024-06-04,Konya,F,45-54,Email,True,1,2219.0,2025-01-21
CUST-00775,Ahmet Özdemir,2024-11-10,2024-11-05,Izmir,M,18-24,Paid Search,True,1,939.0,2025-01-16
CUST-00776,Ömer Ateş,2024-07-28,2024-07-24,Ankara,M,18-24,Organic Search,True,0,0.0,
CUST-00777,Naz Bulut,2024-07-27,2024-07-16,Antalya,F,55+,Direct,False,5,47981.0,2025-03-25
CUST-00778,Selim Aksoy,2024-09-24,2024-09-16,Bursa,M,25-34,Paid Search,False,0,0.0,
CUST-00779,Seda Ateş,2025-01-06,2024-12-26,Istanbul,F,25-34,Paid Social,False,0,0.0,
CUST-00780,Oğuz Sarı,2024-08-19,2024-08-05,Erzurum,M,18-24,Paid Social,True,1,2149.0,2024-10-31
CUST-00781,Arda Kaplan,2024-04-09,2024-03-27,Hatay,M,35-44,Paid Social,False,8,30286.0,2025-03-15
CUST-00782,Ali Duman,2024-03-15,2024-03-04,Ankara,M,35-44,Organic Search,True,3,12083.0,2025-02-04
CUST-00783,Zeynep Sönmez,2024-03-02,2024-02-22,Manisa,F,18-24,Paid Search,False,1,5208.0,2025-02-14
CUST-00784,Büşra Yıldız,2024-04-03,2024-04-03,Denizli,F,35-44,Organic Search,False,6,24100.0,2025-03-12
CUST-00785,Çağrı Taş,2024-12-17,2024-12-10,Ankara,M,25-34,Paid Search,True,3,15534.0,2025-03-07
CUST-00786,Derya Özdemir,2024-01-21,2024-01-21,Istanbul,F,35-44,Organic Search,False,3,7766.0,2024-11-14
CUST-00787,Mina Kaplan,2024-10-06,2024-09-23,Bursa,F,25-34,Paid Social,False,2,5096.0,2025-03-25
CUST-00788,Deniz Yıldız,2024-09-15,2024-09-13,Ankara,M,35-44,Organic Search,False,4,23298.0,2025-03-17
CUST-00789,Baran Kaplan,2024-08-21,2024-08-11,Trabzon,M,35-44,Organic Search,True,1,7377.0,2024-12-10
CUST-00790,Ceren Kurt,2024-02-05,2024-02-04,Diyarbakir,F,25-34,Paid Social,False,3,15002.0,2025-02-02
CUST-00791,Sinan Yıldırım,2024-02-16,2024-02-07,Malatya,M,18-24,Organic Search,False,6,33091.0,2025-03-03
CUST-00792,Kaan Kurt,2024-02-28,2024-02-19,Ordu,M,18-24,Paid Social,False,5,15854.0,2024-12-23
CUST-00793,Yusuf Yılmaz,2024-06-29,2024-06-25,Izmir,M,55+,Paid Social,False,2,5917.0,2025-03-31
CUST-00794,Gül Sönmez,2024-11-09,2024-11-04,Eskisehir,F,25-34,Organic Search,True,3,19125.0,2025-03-05
CUST-00795,Mehmet Keskin,2024-07-25,2024-07-16,Istanbul,M,45-54,Organic Search,True,0,0.0,
CUST-00796,Aykut Yıldız,2024-12-22,2024-12-08,Gaziantep,M,25-34,Organic Search,True,4,16631.0,2025-01-30
CUST-00797,Gizem Aydın,2024-06-15,2024-06-10,Tekirdag,F,35-44,Organic Search,True,1,13605.0,2025-02-12
CUST-00798,Cansu Aslan,2024-10-21,2024-10-20,Bursa,F,55+,Referral,False,2,5857.0,2025-02-23
CUST-00799,Burak Şimşek,2024-10-10,2024-09-28,Istanbul,M,35-44,Organic Search,False,5,35515.0,2025-02-28
CUST-00800,Ezgi Şahin,2024-05-24,2024-05-19,Istanbul,F,25-34,Direct,True,0,0.0,
CUST-00801,Dilan Güler,2024-11-06,2024-11-05,Izmir,F,55+,Paid Social,False,3,5504.0,2024-12-07
CUST-00802,Fulya Ergin,2024-03-20,2024-03-15,Adana,F,25-34,Paid Social,False,5,38336.0,2024-12-16
CUST-00803,Nilüfer Güler,2024-05-22,2024-05-22,Konya,F,35-44,Direct,False,1,5428.0,2025-03-25
CUST-00804,Burak Yıldırım,2024-05-15,2024-05-13,Sakarya,M,35-44,Organic Search,True,3,9235.0,2025-02-23
CUST-00805,Berk Kaplan,2024-08-29,2024-08-21,Izmir,M,45-54,Organic Search,True,2,2757.0,2025-02-02
CUST-00806,Ece Kılıç,2024-07-12,2024-07-11,Afyonkarahisar,F,25-34,Paid Social,True,8,44868.0,2024-12-24
CUST-00807,Derya Kurt,2024-08-10,2024-08-02,Izmir,F,18-24,Direct,False,2,14015.0,2024-10-18
CUST-00808,Levent Aktaş,2024-01-31,2024-01-26,Van,M,35-44,Organic Search,False,6,24050.0,2025-03-30
CUST-00809,Batuhan Ergin,2024-07-13,2024-07-09,Istanbul,M,35-44,Organic Search,True,5,13652.0,2025-02-16
CUST-00810,Pelin Güler,2024-07-20,2024-07-17,Istanbul,F,35-44,Paid Search,False,6,25077.0,2025-03-08
CUST-00811,Özge Şimşek,2024-03-12,2024-03-07,Izmir,F,55+,Paid Social,True,3,13184.0,2025-01-17
CUST-00812,Şeyma Sönmez,2024-10-26,2024-10-13,Samsun,F,18-24,Direct,False,2,21562.0,2025-02-25
CUST-00813,Kerem Başar,2025-01-06,2024-12-24,Ankara,M,35-44,Organic Search,True,2,19644.0,2024-11-06
CUST-00814,Tuncay Polat,2024-03-07,2024-02-26,Izmir,M,25-34,Organic Search,True,3,14033.0,2024-12-11
CUST-00815,Aykut Güler,2024-11-20,2024-11-19,Eskisehir,M,18-24,Organic Search,True,3,19100.0,2025-03-13
CUST-00816,Levent Aktaş,2024-04-15,2024-04-12,Elazig,M,55+,Direct,False,1,2037.0,2024-12-10
CUST-00817,Fatma Şimşek,2024-05-30,2024-05-17,Gaziantep,F,45-54,Direct,True,4,11934.0,2025-03-23
CUST-00818,Şeyma Bayrak,2024-09-22,2024-09-14,Ankara,F,55+,Email,True,3,9776.0,2025-03-11
CUST-00819,İrem Sarı,2024-10-14,2024-10-06,Istanbul,F,25-34,Direct,True,3,3875.0,2025-02-06
CUST-00820,Nehir Tuncer,2024-02-15,2024-02-03,Istanbul,F,45-54,Organic Search,True,6,29252.0,2025-03-26
CUST-00821,Tuncay Duman,2024-10-19,2024-10-18,Izmir,M,35-44,Paid Search,True,1,15033.0,2024-12-26
CUST-00822,Pınar Çetin,2024-08-24,2024-08-18,Sakarya,F,18-24,Referral,False,0,0.0,
